mm_dd_hh,ghi,dhi,dni,temp
06-26 17:00,204.0,151.0,131.4,27.0
06-26 18:00,125.0,98.0,106.7,25.8
06-26 19:00,47.0,39.0,74.9,24.8
06-26 20:00,2.0,2.0,0.0,24.0
06-26 21:00,0.0,0.0,0.0,22.9
06-26 22:00,0.0,0.0,0.0,21.7
06-26 23:00,0.0,0.0,0.0,20.9
06-27 00:00,0.0,0.0,0.0,20.2
06-27 01:00,0.0,0.0,0.0,19.7
06-27 02:00,0.0,0.0,0.0,19.6
06-27 03:00,0.0,0.0,0.0,19.4
06-27 04:00,32.0,21.0,135.2,19.6
06-27 05:00,139.0,57.0,386.6,20.8
06-27 06:00,274.0,85.0,521.8,21.8
06-27 07:00,424.0,127.0,584.0,22.5
06-27 08:00,520.0,194.0,508.4,23.2
06-27 09:00,428.0,289.0,185.0,23.5
06-27 10:00,483.0,357.0,151.6,24.1
06-27 11:00,400.0,357.0,49.1,23.5
06-27 12:00,129.0,129.0,0.0,19.8
06-27 13:00,121.0,117.0,4.7,18.0
06-27 14:00,399.0,324.0,96.6,19.4
06-27 15:00,492.0,181.0,461.3,20.2
06-27 16:00,234.0,194.0,73.1,20.0
06-27 17:00,119.0,112.0,17.4,19.4
06-27 18:00,57.0,57.0,0.0,18.9
06-27 19:00,19.0,19.0,0.0,18.7
06-27 20:00,1.0,1.0,0.0,18.4
06-27 21:00,0.0,0.0,0.0,17.6
06-27 22:00,0.0,0.0,0.0,17.1
06-27 23:00,0.0,0.0,0.0,17.1
06-28 00:00,0.0,0.0,0.0,16.9
06-28 01:00,0.0,0.0,0.0,15.6
06-28 02:00,0.0,0.0,0.0,15.1
06-28 03:00,0.0,0.0,0.0,14.4
06-28 04:00,32.0,20.0,148.5,14.9
06-28 05:00,137.0,56.0,383.9,16.4
06-28 06:00,280.0,79.0,556.6,18.5
06-28 07:00,433.0,95.0,665.9,20.4
06-28 08:00,580.0,106.0,740.2,22.1
06-28 09:00,678.0,146.0,708.9,23.9
06-28 10:00,635.0,242.0,473.3,24.8
06-28 11:00,582.0,377.0,234.4,25.7
06-28 12:00,616.0,291.0,369.3,26.6
06-28 13:00,820.0,116.0,831.5,28.2
06-28 14:00,652.0,192.0,592.5,28.5
06-28 15:00,430.0,207.0,330.8,28.2
06-28 16:00,440.0,116.0,592.4,29.0
06-28 17:00,292.0,101.0,473.6,27.8
06-28 18:00,163.0,65.0,387.3,26.8
06-28 19:00,54.0,31.0,215.9,25.2
06-28 20:00,2.0,2.0,0.0,23.6
06-28 21:00,0.0,0.0,0.0,22.4
06-28 22:00,0.0,0.0,0.0,21.4
06-28 23:00,0.0,0.0,0.0,20.9
06-29 00:00,0.0,0.0,0.0,20.5
06-29 01:00,0.0,0.0,0.0,21.2
06-29 02:00,0.0,0.0,0.0,20.8
06-29 03:00,0.0,0.0,0.0,20.5
06-29 04:00,27.0,18.0,112.2,20.6
06-29 05:00,122.0,62.0,286.0,21.6
06-29 06:00,259.0,94.0,458.4,22.9
06-29 07:00,416.0,111.0,602.2,24.4
06-29 08:00,508.0,137.0,580.2,25.1
06-29 09:00,631.0,160.0,628.3,26.3
06-29 10:00,706.0,167.0,649.7,27.2
06-29 11:00,783.0,163.0,709.3,28.0
06-29 12:00,815.0,140.0,767.3,29.1
06-29 13:00,736.0,158.0,682.9,28.6
06-29 14:00,692.0,138.0,713.7,29.2
06-29 15:00,528.0,145.0,568.2,29.1
06-29 16:00,340.0,158.0,332.9,28.8
06-29 17:00,246.0,118.0,317.5,28.4
06-29 18:00,168.0,66.0,403.4,26.8
06-29 19:00,48.0,30.0,169.4,25.6
06-29 20:00,2.0,2.0,0.0,24.0
06-29 21:00,0.0,0.0,0.0,22.9
06-29 22:00,0.0,0.0,0.0,22.1
06-29 23:00,0.0,0.0,0.0,21.1
06-30 00:00,0.0,0.0,0.0,19.9
06-30 01:00,0.0,0.0,0.0,18.3
06-30 02:00,0.0,0.0,0.0,17.1
06-30 03:00,0.0,0.0,0.0,15.9
06-30 04:00,33.0,19.0,175.8,15.6
06-30 05:00,143.0,53.0,431.7,16.1
06-30 06:00,292.0,74.0,607.7,17.0
06-30 07:00,452.0,89.0,718.3,18.2
06-30 08:00,602.0,99.0,787.9,19.6
06-30 09:00,728.0,107.0,829.4,21.2
06-30 10:00,821.0,112.0,855.3,22.5
06-30 11:00,872.0,114.0,867.8,23.6
06-30 12:00,878.0,114.0,868.9,24.7
06-30 13:00,840.0,111.0,861.6,25.5
06-30 14:00,759.0,107.0,840.2,26.0
06-30 15:00,640.0,99.0,802.9,26.0
06-30 16:00,496.0,90.0,742.8,26.0
06-30 17:00,338.0,76.0,650.2,26.0
06-30 18:00,185.0,58.0,502.8,25.5
06-30 19:00,59.0,29.0,283.4,24.0
06-30 20:00,2.0,2.0,0.0,21.9
06-30 21:00,0.0,0.0,0.0,20.0
06-30 22:00,0.0,0.0,0.0,18.6
06-30 23:00,0.0,0.0,0.0,17.9
07-01 00:00,0.0,0.0,0.0,17.5
07-01 01:00,0.0,0.0,0.0,15.1
07-01 02:00,0.0,0.0,0.0,14.4
07-01 03:00,0.0,0.0,0.0,13.8
07-01 04:00,33.0,18.0,189.9,14.3
07-01 05:00,144.0,51.0,449.0,16.0
07-01 06:00,293.0,72.0,618.3,18.6
07-01 07:00,452.0,87.0,724.0,21.8
07-01 08:00,601.0,96.0,792.4,24.5
07-01 09:00,727.0,103.0,834.4,26.5
07-01 10:00,819.0,108.0,858.5,28.0
07-01 11:00,871.0,111.0,870.7,29.2
07-01 12:00,876.0,111.0,870.5,30.2
07-01 13:00,837.0,109.0,860.9,30.9
07-01 14:00,755.0,105.0,838.0,31.2
07-01 15:00,637.0,98.0,800.2,31.2
07-01 16:00,493.0,89.0,739.5,30.9
07-01 17:00,336.0,76.0,645.8,30.1
07-01 18:00,184.0,58.0,499.6,29.2
07-01 19:00,59.0,30.0,275.3,27.8
07-01 20:00,2.0,2.0,0.0,25.5
07-01 21:00,0.0,0.0,0.0,23.7
07-01 22:00,0.0,0.0,0.0,22.5
07-01 23:00,0.0,0.0,0.0,21.1
07-02 00:00,0.0,0.0,0.0,20.3
07-02 01:00,0.0,0.0,0.0,18.6
07-02 02:00,0.0,0.0,0.0,18.2
07-02 03:00,0.0,0.0,0.0,18.0
07-02 04:00,32.0,18.0,178.8,18.5
07-02 05:00,142.0,51.0,442.3,20.1
07-02 06:00,290.0,71.0,615.0,22.6
07-02 07:00,448.0,86.0,719.8,25.9
07-02 08:00,596.0,96.0,785.9,28.9
07-02 09:00,721.0,103.0,827.5,31.2
07-02 10:00,812.0,108.0,850.9,33.2
07-02 11:00,863.0,110.0,863.4,34.2
07-02 12:00,869.0,111.0,863.1,35.0
07-02 13:00,760.0,128.0,747.7,35.4
07-02 14:00,681.0,124.0,718.5,35.5
07-02 15:00,563.0,130.0,643.2,35.4
07-02 16:00,437.0,115.0,589.8,35.0
07-02 17:00,289.0,93.0,487.3,34.5
07-02 18:00,162.0,62.0,397.3,33.0
07-02 19:00,54.0,29.0,238.7,30.8
07-02 20:00,2.0,2.0,0.0,28.8
07-02 21:00,0.0,0.0,0.0,28.0
07-02 22:00,0.0,0.0,0.0,27.0
07-02 23:00,0.0,0.0,0.0,26.8
07-03 00:00,0.0,0.0,0.0,26.5
07-03 01:00,0.0,0.0,0.0,25.9
07-03 02:00,0.0,0.0,0.0,24.1
07-03 03:00,0.0,0.0,0.0,22.8
07-03 04:00,27.0,16.0,141.7,22.4
07-03 05:00,120.0,54.0,323.2,22.8
07-03 06:00,266.0,80.0,524.4,23.0
07-03 07:00,390.0,141.0,496.4,23.9
07-03 08:00,544.0,146.0,626.7,24.6
07-03 09:00,458.0,206.0,337.9,24.6
07-03 10:00,423.0,339.0,101.6,24.5
07-03 11:00,293.0,245.0,55.1,24.0
07-03 12:00,434.0,381.0,60.4,24.6
07-03 13:00,192.0,190.0,2.4,20.7
07-03 14:00,167.0,166.0,1.3,20.9
07-03 15:00,479.0,165.0,466.7,23.4
07-03 16:00,457.0,125.0,608.6,24.1
07-03 17:00,313.0,90.0,555.1,23.9
07-03 18:00,176.0,62.0,454.0,23.0
07-03 19:00,56.0,30.0,249.9,21.6
07-03 20:00,2.0,2.0,0.0,20.1
07-03 21:00,0.0,0.0,0.0,19.0
07-03 22:00,0.0,0.0,0.0,18.2
07-03 23:00,0.0,0.0,0.0,17.4
07-04 00:00,0.0,0.0,0.0,16.5
07-04 01:00,0.0,0.0,0.0,14.2
07-04 02:00,0.0,0.0,0.0,13.4
07-04 03:00,0.0,0.0,0.0,13.1
07-04 04:00,29.0,18.0,143.1,13.4
07-04 05:00,135.0,54.0,399.6,14.7
07-04 06:00,281.0,78.0,574.7,16.5
07-04 07:00,440.0,93.0,693.6,18.4
07-04 08:00,537.0,175.0,571.1,19.8
07-04 09:00,699.0,128.0,766.7,21.4
07-04 10:00,725.0,180.0,660.2,22.5
07-04 11:00,633.0,275.0,411.2,22.9
07-04 12:00,699.0,252.0,509.7,23.3
07-04 13:00,670.0,239.0,510.6,23.7
07-04 14:00,577.0,232.0,445.6,23.9
07-04 15:00,523.0,191.0,493.9,24.1
07-04 16:00,316.0,177.0,255.1,23.5
07-04 17:00,278.0,120.0,393.9,23.2
07-04 18:00,165.0,79.0,343.4,22.5
07-04 19:00,54.0,33.0,203.5,21.2
07-04 20:00,2.0,2.0,0.0,19.8
07-04 21:00,0.0,0.0,0.0,19.4
07-04 22:00,0.0,0.0,0.0,18.6
07-04 23:00,0.0,0.0,0.0,17.7
07-05 00:00,0.0,0.0,0.0,16.8
07-05 01:00,0.0,0.0,0.0,13.8
07-05 02:00,0.0,0.0,0.0,13.4
07-05 03:00,0.0,0.0,0.0,13.1
07-05 04:00,29.0,17.0,157.7,14.8
07-05 05:00,136.0,52.0,417.7,17.4
07-05 06:00,283.0,74.0,594.2,20.3
07-05 07:00,441.0,89.0,705.6,22.9
07-05 08:00,589.0,103.0,768.3,25.1
07-05 09:00,715.0,110.0,813.5,27.0
07-05 10:00,807.0,112.0,842.9,28.0
07-05 11:00,799.0,169.0,724.3,28.7
07-05 12:00,794.0,262.0,607.1,29.0
07-05 13:00,832.0,115.0,850.1,29.8
07-05 14:00,753.0,113.0,827.2,30.2
07-05 15:00,490.0,225.0,394.5,29.8
07-05 16:00,404.0,136.0,492.3,29.4
07-05 17:00,329.0,83.0,614.4,29.4
07-05 18:00,180.0,60.0,480.8,26.9
07-05 19:00,56.0,29.0,264.0,25.2
07-05 20:00,1.0,1.0,0.0,24.2
07-05 21:00,0.0,0.0,0.0,23.0
07-05 22:00,0.0,0.0,0.0,21.8
07-05 23:00,0.0,0.0,0.0,20.4
07-06 00:00,0.0,0.0,0.0,18.9
07-06 01:00,0.0,0.0,0.0,17.4
07-06 02:00,0.0,0.0,0.0,16.9
07-06 03:00,0.0,0.0,0.0,15.4
07-06 04:00,28.0,17.0,146.0,15.7
07-06 05:00,129.0,60.0,346.0,17.1
07-06 06:00,215.0,144.0,202.8,19.6
07-06 07:00,363.0,174.0,379.9,22.5
07-06 08:00,568.0,133.0,689.1,25.4
07-06 09:00,693.0,134.0,752.8,27.4
07-06 10:00,767.0,195.0,694.5,28.2
07-06 11:00,861.0,124.0,848.2,29.0
07-06 12:00,761.0,310.0,515.2,29.2
07-06 13:00,801.0,186.0,729.8,29.5
07-06 14:00,292.0,267.0,32.3,28.4
07-06 15:00,612.0,164.0,667.7,28.8
07-06 16:00,363.0,238.0,229.9,27.8
07-06 17:00,181.0,160.0,52.6,27.1
07-06 18:00,63.0,59.0,16.1,26.0
07-06 19:00,26.0,26.0,0.0,24.1
07-06 20:00,1.0,1.0,0.0,23.1
07-06 21:00,0.0,0.0,0.0,23.0
07-06 22:00,0.0,0.0,0.0,22.6
07-06 23:00,0.0,0.0,0.0,22.1
07-07 00:00,0.0,0.0,0.0,22.1
07-07 01:00,0.0,0.0,0.0,19.6
07-07 02:00,0.0,0.0,0.0,18.1
07-07 03:00,0.0,0.0,0.0,17.1
07-07 04:00,9.0,9.0,0.0,16.8
07-07 05:00,67.0,61.0,30.3,16.8
07-07 06:00,112.0,109.0,8.6,17.5
07-07 07:00,177.0,172.0,10.1,18.4
07-07 08:00,362.0,279.0,131.8,19.8
07-07 09:00,545.0,303.0,326.5,21.2
07-07 10:00,567.0,287.0,340.4,22.2
07-07 11:00,529.0,335.0,223.5,22.8
07-07 12:00,699.0,258.0,504.2,24.1
07-07 13:00,547.0,311.0,280.3,22.9
07-07 14:00,436.0,214.0,287.5,20.9
07-07 15:00,560.0,151.0,610.3,23.1
07-07 16:00,448.0,104.0,633.8,22.8
07-07 17:00,251.0,105.0,366.2,19.3
07-07 18:00,88.0,72.0,64.6,18.5
07-07 19:00,50.0,31.0,189.9,18.1
07-07 20:00,1.0,1.0,0.0,17.9
07-07 21:00,0.0,0.0,0.0,17.5
07-07 22:00,0.0,0.0,0.0,16.6
07-07 23:00,0.0,0.0,0.0,15.9
07-08 00:00,0.0,0.0,0.0,15.6
07-08 01:00,0.0,0.0,0.0,14.8
07-08 02:00,0.0,0.0,0.0,14.6
07-08 03:00,0.0,0.0,0.0,14.0
07-08 04:00,3.0,3.0,0.0,13.9
07-08 05:00,36.0,30.0,30.6,14.0
07-08 06:00,160.0,121.0,112.5,14.4
07-08 07:00,282.0,208.0,149.7,15.0
07-08 08:00,339.0,268.0,113.0,15.8
07-08 09:00,419.0,339.0,108.1,16.5
07-08 10:00,388.0,323.0,79.1,17.0
07-08 11:00,324.0,303.0,24.2,17.1
07-08 12:00,398.0,360.0,43.5,18.0
07-08 13:00,228.0,228.0,0.0,16.5
07-08 14:00,360.0,270.0,116.7,17.5
07-08 15:00,470.0,211.0,386.9,18.9
07-08 16:00,263.0,165.0,180.9,18.6
07-08 17:00,270.0,118.0,382.2,18.4
07-08 18:00,133.0,70.0,255.5,17.4
07-08 19:00,44.0,30.0,141.7,15.9
07-08 20:00,1.0,1.0,0.0,14.9
07-08 21:00,0.0,0.0,0.0,14.4
07-08 22:00,0.0,0.0,0.0,14.1
07-08 23:00,0.0,0.0,0.0,14.0
07-09 00:00,0.0,0.0,0.0,14.1
07-09 01:00,0.0,0.0,0.0,13.9
07-09 02:00,0.0,0.0,0.0,13.2
07-09 03:00,0.0,0.0,0.0,13.1
07-09 04:00,20.0,14.0,82.5,13.4
07-09 05:00,94.0,66.0,144.4,14.4
07-09 06:00,145.0,112.0,95.6,14.9
07-09 07:00,151.0,151.0,0.0,15.0
07-09 08:00,187.0,174.0,20.7,15.7
07-09 09:00,297.0,254.0,58.2,16.5
07-09 10:00,449.0,332.0,142.7,18.0
07-09 11:00,576.0,233.0,396.1,19.4
07-09 12:00,666.0,249.0,477.8,20.0
07-09 13:00,608.0,201.0,484.4,19.2
07-09 14:00,433.0,227.0,267.4,19.5
07-09 15:00,272.0,206.0,98.7,19.1
07-09 16:00,338.0,143.0,360.5,19.5
07-09 17:00,292.0,98.0,489.2,19.6
07-09 18:00,141.0,61.0,326.1,18.9
07-09 19:00,40.0,25.0,154.0,18.0
07-09 20:00,1.0,1.0,0.0,17.0
07-09 21:00,0.0,0.0,0.0,17.1
07-09 22:00,0.0,0.0,0.0,16.9
07-09 23:00,0.0,0.0,0.0,16.4
07-10 00:00,0.0,0.0,0.0,15.5
07-10 01:00,0.0,0.0,0.0,14.8
07-10 02:00,0.0,0.0,0.0,14.6
07-10 03:00,0.0,0.0,0.0,14.4
07-10 04:00,14.0,11.0,41.8,14.5
07-10 05:00,55.0,50.0,26.0,15.0
07-10 06:00,192.0,125.0,195.3,15.9
07-10 07:00,352.0,158.0,395.1,16.9
07-10 08:00,467.0,199.0,428.5,17.9
07-10 09:00,605.0,156.0,609.0,18.9
07-10 10:00,733.0,158.0,702.2,20.2
07-10 11:00,774.0,162.0,707.7,20.9
07-10 12:00,704.0,186.0,594.3,21.6
07-10 13:00,530.0,324.0,245.5,21.0
07-10 14:00,536.0,168.0,478.2,21.6
07-10 15:00,534.0,181.0,528.9,21.3
07-10 16:00,202.0,103.0,183.4,18.6
07-10 17:00,93.0,85.0,20.2,17.9
07-10 18:00,55.0,52.0,12.3,18.0
07-10 19:00,12.0,12.0,0.0,17.2
07-10 20:00,1.0,1.0,0.0,16.2
07-10 21:00,0.0,0.0,0.0,15.5
07-10 22:00,0.0,0.0,0.0,15.4
07-10 23:00,0.0,0.0,0.0,14.8
07-11 00:00,0.0,0.0,0.0,14.2
07-11 01:00,0.0,0.0,0.0,14.8
07-11 02:00,0.0,0.0,0.0,14.6
07-11 03:00,0.0,0.0,0.0,13.8
07-11 04:00,17.0,12.0,70.7,13.5
07-11 05:00,100.0,53.0,247.6,14.6
07-11 06:00,239.0,85.0,451.4,16.4
07-11 07:00,407.0,102.0,623.5,17.9
07-11 08:00,571.0,110.0,739.0,19.4
07-11 09:00,647.0,141.0,687.7,20.5
07-11 10:00,665.0,306.0,439.1,21.5
07-11 11:00,592.0,407.0,214.2,21.9
07-11 12:00,405.0,345.0,68.9,21.8
07-11 13:00,185.0,182.0,3.6,22.0
07-11 14:00,188.0,187.0,1.3,22.4
07-11 15:00,234.0,202.0,48.0,19.4
07-11 16:00,129.0,122.0,13.0,17.6
07-11 17:00,106.0,101.0,12.7,17.2
07-11 18:00,88.0,82.0,24.7,17.6
07-11 19:00,31.0,28.0,31.3,17.5
07-11 20:00,0.0,0.0,0.0,16.9
07-11 21:00,0.0,0.0,0.0,15.9
07-11 22:00,0.0,0.0,0.0,15.8
07-11 23:00,0.0,0.0,0.0,15.2
07-12 00:00,0.0,0.0,0.0,14.8
07-12 01:00,0.0,0.0,0.0,14.2
07-12 02:00,0.0,0.0,0.0,14.1
07-12 03:00,0.0,0.0,0.0,13.9
07-12 04:00,5.0,5.0,0.0,14.1
07-12 05:00,19.0,19.0,0.0,14.2
07-12 06:00,41.0,41.0,0.0,14.6
07-12 07:00,69.0,69.0,0.0,15.0
07-12 08:00,81.0,81.0,0.0,15.1
07-12 09:00,196.0,193.0,4.1,15.9
07-12 10:00,155.0,154.0,1.2,15.8
07-12 11:00,108.0,108.0,0.0,15.6
07-12 12:00,110.0,110.0,0.0,15.9
07-12 13:00,179.0,176.0,3.6,16.2
07-12 14:00,227.0,219.0,10.4,16.6
07-12 15:00,214.0,205.0,13.5,16.8
07-12 16:00,97.0,95.0,3.7,16.3
07-12 17:00,40.0,40.0,0.0,15.8
07-12 18:00,31.0,30.0,4.1,15.5
07-12 19:00,17.0,15.0,21.0,15.4
07-12 20:00,0.0,0.0,0.0,14.9
07-12 21:00,0.0,0.0,0.0,15.0
07-12 22:00,0.0,0.0,0.0,14.9
07-12 23:00,0.0,0.0,0.0,14.8
07-13 00:00,0.0,0.0,0.0,14.6
07-13 01:00,0.0,0.0,0.0,14.6
07-13 02:00,0.0,0.0,0.0,14.8
07-13 03:00,0.0,0.0,0.0,14.8
07-13 04:00,12.0,12.0,0.0,15.1
07-13 05:00,85.0,65.0,107.8,15.9
07-13 06:00,213.0,105.0,320.4,17.2
07-13 07:00,310.0,183.0,261.6,18.1
07-13 08:00,377.0,213.0,264.4,19.1
07-13 09:00,403.0,250.0,208.8,20.0
07-13 10:00,587.0,309.0,341.2,21.1
07-13 11:00,474.0,350.0,144.0,22.2
07-13 12:00,417.0,303.0,131.3,20.2
07-13 13:00,205.0,204.0,1.2,19.9
07-13 14:00,587.0,307.0,365.5,21.7
07-13 15:00,471.0,166.0,459.4,20.5
07-13 16:00,409.0,114.0,550.3,21.1
07-13 17:00,140.0,133.0,17.9,20.8
07-13 18:00,144.0,64.0,334.2,20.6
07-13 19:00,45.0,25.0,212.0,19.0
07-13 20:00,0.0,0.0,0.0,17.9
07-13 21:00,0.0,0.0,0.0,16.9
07-13 22:00,0.0,0.0,0.0,16.3
07-13 23:00,0.0,0.0,0.0,15.6
07-14 00:00,0.0,0.0,0.0,14.9
07-14 01:00,0.0,0.0,0.0,14.9
07-14 02:00,0.0,0.0,0.0,14.4
07-14 03:00,0.0,0.0,0.0,14.1
07-14 04:00,18.0,14.0,59.3,14.8
07-14 05:00,114.0,50.0,349.5,16.7
07-14 06:00,232.0,91.0,421.0,19.2
07-14 07:00,396.0,106.0,599.9,21.5
07-14 08:00,456.0,154.0,488.3,22.9
07-14 09:00,639.0,147.0,673.0,24.0
07-14 10:00,732.0,142.0,725.5,24.8
07-14 11:00,773.0,137.0,739.9,24.8
07-14 12:00,755.0,149.0,699.1,25.4
07-14 13:00,725.0,144.0,696.2,26.6
07-14 14:00,577.0,181.0,517.7,26.5
07-14 15:00,388.0,243.0,218.8,25.3
07-14 16:00,271.0,200.0,132.8,23.4
07-14 17:00,186.0,158.0,71.9,23.1
07-14 18:00,65.0,65.0,0.0,22.2
07-14 19:00,35.0,29.0,64.2,21.1
07-14 20:00,0.0,0.0,0.0,20.2
07-14 21:00,0.0,0.0,0.0,19.9
07-14 22:00,0.0,0.0,0.0,19.2
07-14 23:00,0.0,0.0,0.0,18.9
07-15 00:00,0.0,0.0,0.0,18.5
07-15 01:00,0.0,0.0,0.0,19.1
07-15 02:00,0.0,0.0,0.0,18.7
07-15 03:00,0.0,0.0,0.0,18.2
07-15 04:00,17.0,12.0,75.4,17.7
07-15 05:00,109.0,52.0,315.3,18.8
07-15 06:00,242.0,83.0,477.9,20.3
07-15 07:00,410.0,93.0,658.5,21.5
07-15 08:00,461.0,207.0,411.9,22.2
07-15 09:00,554.0,294.0,356.5,22.5
07-15 10:00,190.0,185.0,6.2,20.2
07-15 11:00,523.0,323.0,233.1,21.0
07-15 12:00,726.0,211.0,595.0,22.6
07-15 13:00,263.0,247.0,19.2,20.5
07-15 14:00,518.0,245.0,357.5,20.5
07-15 15:00,346.0,217.0,195.1,20.5
07-15 16:00,413.0,129.0,532.7,20.9
07-15 17:00,270.0,92.0,458.7,20.5
07-15 18:00,152.0,61.0,385.9,19.5
07-15 19:00,37.0,22.0,161.9,18.1
07-15 20:00,0.0,0.0,0.0,16.8
07-15 21:00,0.0,0.0,0.0,16.0
07-15 22:00,0.0,0.0,0.0,15.6
07-15 23:00,0.0,0.0,0.0,15.1
07-16 00:00,0.0,0.0,0.0,14.6
07-16 01:00,0.0,0.0,0.0,13.9
07-16 02:00,0.0,0.0,0.0,13.1
07-16 03:00,0.0,0.0,0.0,12.6
07-16 04:00,15.0,11.0,61.4,13.4
07-16 05:00,85.0,42.0,241.2,14.9
07-16 06:00,175.0,65.0,332.9,16.5
07-16 07:00,374.0,129.0,511.2,19.0
07-16 08:00,532.0,107.0,691.4,20.8
07-16 09:00,630.0,124.0,695.5,20.4
07-16 10:00,438.0,228.0,259.2,18.8
07-16 11:00,451.0,346.0,122.6,18.0
07-16 12:00,594.0,355.0,276.6,19.0
07-16 13:00,558.0,254.0,365.5,20.5
07-16 14:00,604.0,207.0,520.9,17.8
07-16 15:00,390.0,168.0,336.5,17.4
07-16 16:00,162.0,155.0,13.2,17.4
07-16 17:00,185.0,125.0,155.3,17.4
07-16 18:00,127.0,85.0,179.6,17.0
07-16 19:00,35.0,22.0,141.8,15.7
07-16 20:00,0.0,0.0,0.0,14.6
07-16 21:00,0.0,0.0,0.0,14.4
07-16 22:00,0.0,0.0,0.0,14.2
07-16 23:00,0.0,0.0,0.0,13.9
07-17 00:00,0.0,0.0,0.0,13.4
07-17 01:00,0.0,0.0,0.0,13.4
07-17 02:00,0.0,0.0,0.0,12.9
07-17 03:00,0.0,0.0,0.0,12.9
07-17 04:00,12.0,10.0,31.3,13.1
07-17 05:00,79.0,49.0,170.7,14.2
07-17 06:00,204.0,112.0,280.4,15.1
07-17 07:00,267.0,195.0,150.9,16.0
07-17 08:00,332.0,239.0,151.8,17.0
07-17 09:00,597.0,199.0,548.4,18.6
07-17 10:00,646.0,217.0,530.7,19.5
07-17 11:00,708.0,216.0,575.4,20.1
07-17 12:00,678.0,263.0,481.1,20.2
07-17 13:00,522.0,219.0,364.9,20.2
07-17 14:00,181.0,177.0,5.3,19.8
07-17 15:00,142.0,141.0,1.5,17.5
07-17 16:00,82.0,82.0,0.0,17.7
07-17 17:00,72.0,72.0,0.0,17.2
07-17 18:00,37.0,37.0,0.0,16.1
07-17 19:00,7.0,7.0,0.0,16.2
07-17 20:00,0.0,0.0,0.0,16.1
07-17 21:00,0.0,0.0,0.0,16.0
07-17 22:00,0.0,0.0,0.0,15.6
07-17 23:00,0.0,0.0,0.0,15.1
07-18 00:00,0.0,0.0,0.0,15.1
07-18 01:00,0.0,0.0,0.0,16.8
07-18 02:00,0.0,0.0,0.0,16.4
07-18 03:00,0.0,0.0,0.0,16.5
07-18 04:00,7.0,7.0,0.0,16.3
07-18 05:00,37.0,37.0,0.0,16.4
07-18 06:00,80.0,77.0,9.2,16.7
07-18 07:00,100.0,100.0,0.0,17.0
07-18 08:00,207.0,199.0,13.1,17.5
07-18 09:00,512.0,228.0,392.3,19.4
07-18 10:00,469.0,249.0,272.7,20.1
07-18 11:00,586.0,281.0,357.4,21.1
07-18 12:00,705.0,211.0,573.7,22.0
07-18 13:00,695.0,134.0,676.9,21.6
07-18 14:00,622.0,166.0,600.7,22.2
07-18 15:00,539.0,135.0,615.4,22.3
07-18 16:00,417.0,115.0,571.9,22.1
07-18 17:00,274.0,86.0,491.5,21.9
07-18 18:00,149.0,58.0,396.0,21.5
07-18 19:00,39.0,22.0,189.5,19.2
07-18 20:00,0.0,0.0,0.0,18.0
07-18 21:00,0.0,0.0,0.0,17.2
07-18 22:00,0.0,0.0,0.0,16.5
07-18 23:00,0.0,0.0,0.0,15.6
07-19 00:00,0.0,0.0,0.0,15.1
07-19 01:00,0.0,0.0,0.0,14.9
07-19 02:00,0.0,0.0,0.0,14.9
07-19 03:00,0.0,0.0,0.0,14.9
07-19 04:00,11.0,9.0,32.6,15.3
07-19 05:00,71.0,50.0,123.1,16.2
07-19 06:00,217.0,93.0,383.6,18.1
07-19 07:00,392.0,100.0,617.8,20.0
07-19 08:00,543.0,112.0,708.1,21.5
07-19 09:00,615.0,145.0,650.9,22.5
07-19 10:00,681.0,198.0,600.0,23.5
07-19 11:00,714.0,217.0,583.4,24.1
07-19 12:00,706.0,207.0,580.6,24.6
07-19 13:00,551.0,231.0,386.8,25.6
07-19 14:00,528.0,247.0,371.0,26.0
07-19 15:00,432.0,189.0,371.1,26.1
07-19 16:00,461.0,90.0,705.1,26.1
07-19 17:00,310.0,74.0,620.3,25.4
07-19 18:00,156.0,55.0,443.8,24.3
07-19 19:00,40.0,21.0,214.3,21.8
07-19 20:00,0.0,0.0,0.0,20.2
07-19 21:00,0.0,0.0,0.0,19.1
07-19 22:00,0.0,0.0,0.0,17.8
07-19 23:00,0.0,0.0,0.0,16.9
07-20 00:00,0.0,0.0,0.0,16.3
07-20 01:00,0.0,0.0,0.0,16.0
07-20 02:00,0.0,0.0,0.0,15.9
07-20 03:00,0.0,0.0,0.0,15.6
07-20 04:00,13.0,9.0,66.5,16.0
07-20 05:00,97.0,52.0,268.0,17.2
07-20 06:00,234.0,85.0,464.5,19.1
07-20 07:00,389.0,103.0,608.0,21.8
07-20 08:00,543.0,103.0,725.4,24.5
07-20 09:00,662.0,123.0,748.5,26.0
07-20 10:00,749.0,124.0,778.2,27.0
07-20 11:00,782.0,136.0,759.9,27.6
07-20 12:00,766.0,138.0,732.1,28.1
07-20 13:00,715.0,158.0,674.7,28.4
07-20 14:00,685.0,124.0,742.3,28.8
07-20 15:00,579.0,121.0,701.4,28.9
07-20 16:00,435.0,118.0,604.7,28.6
07-20 17:00,285.0,101.0,486.3,28.1
07-20 18:00,133.0,68.0,288.6,26.5
07-20 19:00,31.0,24.0,80.0,24.9
07-20 20:00,0.0,0.0,0.0,23.1
07-20 21:00,0.0,0.0,0.0,22.1
07-20 22:00,0.0,0.0,0.0,21.5
